City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
266,Cedral,MX,2022-02-04 06:21:48,23.8,-100.7333,60.19,42,100,3.91
267,Kamiiso,JP,2022-02-04 06:21:49,41.8167,140.65,25.18,80,75,16.11
268,Palmer,US,2022-02-04 06:21:49,42.1584,-72.3287,51.28,88,100,1.01
269,Mabaruma,GY,2022-02-04 06:21:50,8.2,-59.7833,72.25,93,49,3.56
270,Zamania,IN,2022-02-04 06:21:50,25.4333,83.5667,69.48,64,36,5.06
271,Uray,RU,2022-02-04 06:21:51,60.1247,64.7758,25.47,95,100,7.43
272,Quang Ngai,VN,2022-02-04 06:21:51,15.1167,108.8,71.37,85,96,8.81
273,Buin,CL,2022-02-04 06:21:51,-33.7333,-70.75,67.73,80,1,1.14
274,Mantua,IT,2022-02-04 06:21:52,45.1667,10.7833,46.71,89,79,2.51
275,Doctor Juan Leon Mallorquin,PY,2022-02-04 06:22:52,-25.4,-55.2667,72.12,99,100,5.37
276,Sorong,ID,2022-02-04 06:22:53,-0.8833,131.25,84.85,69,66,9.26
277,Aloleng,PH,2022-02-04 06:22:53,16.1307,119.7824,83.59,65,10,15.32
278,Belchatow,PL,2022-02-04 06:22:54,51.3688,19.3567,38.05,87,100,8.9
279,Coria,ES,2022-02-04 06:22:54,39.9879,-6.5377,40.44,81,100,0.47
280,Alofi,NU,2022-02-04 06:22:54,-19.0595,-169.9187,75.09,100,100,12.66
281,Smoky Lake,CA,2022-02-04 06:22:55,54.1169,-112.4686,-4.52,77,100,6.91
282,Aswan,EG,2022-02-04 06:22:55,24.0934,32.907,56.73,36,0,11.7
283,Kamenka,RU,2022-02-04 06:22:56,51.3223,42.7678,25.75,97,100,8.61
284,Haines Junction,CA,2022-02-04 06:22:56,60.7522,-137.5108,-0.45,71,100,1.14
285,Bitung,ID,2022-02-04 06:22:57,1.4451,125.1824,79.65,76,100,9.06
286,Jalu,LY,2022-02-04 06:22:57,29.0331,21.5482,49.48,65,13,11.16
287,Berlevag,NO,2022-02-04 06:22:58,70.8578,29.0864,15.75,62,0,14.97
288,Constitucion,CL,2022-02-04 06:20:08,-35.3333,-72.4167,57.18,94,44,4.27
